"","GISJOIN","STATE","state_county","YEAR","Mexican","Puerto Rican","Cuban","Dominican Republic","Central American","South American","Other Hispanic or Latino","Total Hispanic or Latino","Central American, Costa Rican","Central American, Guatemalan","Central American, Honduran","Central American, Nicaraguan","Central American, Panamian","Central American, Salvadoran","Central American, Other Central American","South American, Argentinean","South American, Bolivian","South American, Chilean","South American, Colombian","South American, Ecuadorian","South American, Paraguayan","South American, Peruvian","South American, Uruguayan","South American, Venezuelan","South American, Other South American","Other Hispanic or Latino, Spaniard","Other Hispanic or Latino, Spanish","Other Hispanic or Latino, Spanish American","Other Hispanic or Latino, All other Hispanic or Latino","county"
"138","G1700310081900","Illinois","17031",2000,3,1,0,0,0,6,9,19,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,"Cook"
"139","G1700310090100","Illinois","17031",2000,65,44,10,0,2,17,5,143,0,1,0,0,0,0,1,0,0,0,8,5,0,0,0,4,0,0,0,0,5,"Cook"
"140","G1700310090200","Illinois","17031",2000,140,48,12,0,2,18,19,239,0,1,0,0,0,1,0,0,0,0,7,3,0,4,0,1,3,0,2,0,17,"Cook"
"141","G1700310090300","Illinois","17031",2000,58,7,9,0,1,4,2,81,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,"Cook"
"142","G1700310100100","Illinois","17031",2000,149,113,27,3,24,26,45,387,2,13,6,0,0,0,3,0,1,0,6,10,0,5,0,0,4,8,5,0,32,"Cook"
"143","G1700310100200","Illinois","17031",2000,229,92,17,0,20,23,44,425,0,9,6,2,3,0,0,0,0,2,8,6,0,5,0,1,1,2,2,0,40,"Cook"
"144","G1700310100300","Illinois","17031",2000,157,84,15,7,8,27,44,342,0,1,0,1,6,0,0,1,2,0,4,15,0,1,0,0,4,0,4,0,40,"Cook"
"145","G1700310100400","Illinois","17031",2000,92,71,4,2,1,15,18,203,0,1,0,0,0,0,0,1,1,0,2,2,0,5,0,3,1,0,2,0,16,"Cook"
"146","G1700310100500","Illinois","17031",2000,134,72,13,1,19,28,30,297,0,6,7,0,2,3,1,2,1,5,8,3,0,4,0,2,3,3,5,0,22,"Cook"
"147","G1700310100600","Illinois","17031",2000,200,96,14,0,11,34,34,389,0,9,1,0,0,1,0,5,0,0,13,4,1,10,1,0,0,0,0,0,34,"Cook"
"148","G1700310100700","Illinois","17031",2000,171,90,16,0,7,37,40,361,0,4,1,1,0,1,0,4,0,0,14,12,0,4,0,3,0,1,0,0,39,"Cook"
"149","G1700310110100","Illinois","17031",2000,222,117,14,0,27,26,49,455,0,21,0,1,0,3,2,0,0,0,7,8,0,10,0,1,0,0,3,0,46,"Cook"
"150","G1700310110200","Illinois","17031",2000,121,67,12,0,3,16,26,245,0,2,0,0,0,1,0,4,1,1,7,1,0,1,0,0,1,1,1,0,24,"Cook"
"151","G1700310110300","Illinois","17031",2000,218,162,30,0,11,39,64,524,0,10,0,0,0,1,0,0,1,0,17,10,0,4,0,6,1,3,11,0,50,"Cook"
"152","G1700310110400","Illinois","17031",2000,174,119,21,0,31,59,42,446,0,15,8,2,0,5,1,3,3,0,19,18,0,16,0,0,0,1,5,1,35,"Cook"
"153","G1700310110500","Illinois","17031",2000,587,292,65,7,67,73,120,1211,0,43,8,3,1,9,3,1,0,0,34,21,0,9,0,0,8,2,11,0,107,"Cook"
"154","G1700310120100","Illinois","17031",2000,78,34,32,0,9,10,26,189,1,4,0,0,0,0,4,1,0,3,1,0,0,1,4,0,0,7,9,0,10,"Cook"
"155","G1700310120200","Illinois","17031",2000,76,44,39,0,7,22,16,204,0,1,0,0,0,0,6,1,0,1,18,1,0,1,0,0,0,0,1,0,15,"Cook"
"156","G1700310120300","Illinois","17031",2000,156,63,57,10,25,42,71,424,2,15,1,0,1,5,1,0,2,2,11,9,0,13,1,1,3,4,13,0,54,"Cook"
"157","G1700310120400","Illinois","17031",2000,235,109,21,0,69,66,72,572,3,40,2,5,0,5,14,0,4,2,25,23,0,4,0,1,7,1,11,2,58,"Cook"
"158","G1700310130100","Illinois","17031",2000,80,47,35,4,11,38,32,247,3,2,0,2,0,1,3,3,0,1,21,8,0,5,0,0,0,0,1,1,30,"Cook"
"159","G1700310130200","Illinois","17031",2000,101,43,3,0,26,17,40,230,4,8,5,0,0,0,9,0,0,0,10,3,0,4,0,0,0,1,1,0,38,"Cook"
"160","G1700310130300","Illinois","17031",2000,273,168,39,1,37,148,129,795,0,13,2,0,1,18,3,1,7,2,45,64,0,17,0,3,9,2,11,0,116,"Cook"
"161","G1700310130400","Illinois","17031",2000,12,17,2,1,9,9,5,55,2,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,1,"Cook"
"162","G1700310130500","Illinois","17031",2000,533,203,92,6,115,191,185,1325,2,78,21,0,3,8,3,2,0,2,85,82,0,15,0,3,2,1,14,4,166,"Cook"
"163","G1700310140100","Illinois","17031",2000,1606,202,14,6,142,163,197,2330,1,97,17,3,0,20,4,5,0,0,8,141,0,6,1,0,2,8,9,0,180,"Cook"
"164","G1700310140200","Illinois","17031",2000,2050,262,24,5,270,274,314,3199,1,221,20,7,0,16,5,4,7,2,40,174,0,40,0,0,7,5,22,1,286,"Cook"
"165","G1700310140300","Illinois","17031",2000,1928,338,41,10,297,232,391,3237,3,209,37,11,3,22,12,1,12,9,73,98,0,30,0,3,6,3,21,1,366,"Cook"
"166","G1700310140400","Illinois","17031",2000,732,200,89,0,119,143,146,1429,4,85,1,1,2,19,7,3,1,9,27,49,0,43,2,8,1,2,10,4,130,"Cook"
"167","G1700310140500","Illinois","17031",2000,859,150,11,6,153,190,142,1511,10,114,4,2,1,6,16,1,0,0,72,90,0,20,0,4,3,0,4,2,136,"Cook"
"168","G1700310140600","Illinois","17031",2000,3321,573,60,12,513,270,585,5334,22,424,20,3,1,37,6,0,0,1,57,176,3,30,0,0,3,2,24,0,559,"Cook"
"169","G1700310140700","Illinois","17031",2000,4046,544,52,19,494,689,567,6411,4,327,70,4,7,57,25,0,7,9,69,532,0,35,0,7,30,7,24,1,535,"Cook"
"170","G1700310140800","Illinois","17031",2000,2004,227,41,3,291,367,357,3290,2,194,53,1,6,27,8,3,2,0,36,280,0,31,1,6,8,9,14,0,334,"Cook"
"171","G1700310150100","Illinois","17031",2000,23,27,3,0,5,8,34,100,0,5,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,34,"Cook"
"172","G1700310150200","Illinois","17031",2000,682,427,22,2,107,107,142,1489,0,65,17,15,1,8,1,0,0,1,51,36,0,9,2,2,6,3,19,0,120,"Cook"
"173","G1700310150300","Illinois","17031",2000,417,371,15,5,80,82,143,1113,1,43,16,0,0,15,5,2,1,2,26,47,0,1,0,0,3,1,2,3,137,"Cook"
"174","G1700310150400","Illinois","17031",2000,519,288,39,7,78,76,115,1122,6,57,5,1,0,2,7,3,0,0,22,32,0,14,0,0,5,1,13,3,98,"Cook"
"175","G1700310150500","Illinois","17031",2000,476,273,39,0,75,87,126,1076,1,41,5,0,0,27,1,4,4,0,37,33,0,7,0,0,2,8,5,0,113,"Cook"
"176","G1700310150600","Illinois","17031",2000,349,262,27,3,51,60,98,850,2,28,4,4,0,9,4,0,1,2,19,29,0,5,0,0,4,0,5,0,93,"Cook"
"177","G1700310150700","Illinois","17031",2000,555,351,36,18,31,82,140,1213,8,13,3,1,1,3,2,1,1,0,27,37,0,12,0,4,0,2,13,0,125,"Cook"
"178","G1700310150800","Illinois","17031",2000,886,496,31,3,140,133,238,1927,1,104,7,5,0,13,10,1,0,12,55,48,0,16,0,1,0,3,23,0,212,"Cook"
"179","G1700310150900","Illinois","17031",2000,380,155,10,1,73,21,68,708,7,42,2,1,0,17,4,0,0,0,7,9,0,3,0,0,2,8,8,0,52,"Cook"
"180","G1700310151000","Illinois","17031",2000,1811,842,55,5,173,189,349,3424,4,81,19,15,0,40,14,0,1,2,45,119,0,17,0,0,5,0,30,0,319,"Cook"
"181","G1700310151100","Illinois","17031",2000,534,311,20,3,94,80,131,1173,1,54,6,3,1,26,3,1,7,0,22,36,0,11,0,1,2,1,11,0,119,"Cook"
"182","G1700310151200","Illinois","17031",2000,389,253,14,2,45,62,62,827,2,22,5,14,0,2,0,1,0,0,25,22,5,3,0,0,6,1,6,0,55,"Cook"
"183","G1700310160100","Illinois","17031",2000,282,95,38,5,38,46,74,578,0,28,7,2,0,1,0,1,0,1,17,13,0,5,2,0,7,1,4,0,69,"Cook"
"184","G1700310160200","Illinois","17031",2000,349,209,43,7,42,39,58,747,0,29,4,2,0,7,0,0,0,1,6,29,0,3,0,0,0,1,7,1,49,"Cook"
"185","G1700310160300","Illinois","17031",2000,328,199,31,0,64,87,103,812,1,50,1,1,4,7,0,6,1,1,36,21,0,18,0,1,3,7,10,4,82,"Cook"
"186","G1700310160400","Illinois","17031",2000,988,476,30,3,200,241,210,2148,10,139,17,6,0,18,10,3,0,10,73,102,0,40,1,5,7,12,6,1,191,"Cook"
"187","G1700310160500","Illinois","17031",2000,3334,785,74,46,464,231,517,5451,9,314,13,7,0,99,22,2,1,4,37,154,0,28,0,2,3,4,31,1,481,"Cook"
"188","G1700310160600","Illinois","17031",2000,2428,724,84,17,342,296,440,4331,1,275,19,9,7,20,11,3,9,4,88,129,2,35,0,16,10,7,30,0,403,"Cook"
"189","G1700310160700","Illinois","17031",2000,1743,615,46,9,286,233,363,3295,4,182,37,2,2,45,14,23,2,1,57,97,0,33,7,10,3,10,25,2,326,"Cook"
"190","G1700310160800","Illinois","17031",2000,1650,482,58,2,193,212,299,2896,5,135,21,0,3,19,10,9,0,1,38,139,0,14,0,3,8,5,19,0,275,"Cook"
"191","G1700310160900","Illinois","17031",2000,354,133,10,1,41,94,74,707,0,29,5,0,1,2,4,0,0,0,17,71,0,4,1,0,1,1,3,0,70,"Cook"
"192","G1700310161000","Illinois","17031",2000,163,160,12,3,15,34,37,424,1,12,2,0,0,0,0,1,0,5,6,4,0,13,0,1,4,1,2,0,34,"Cook"
"193","G1700310161100","Illinois","17031",2000,236,98,5,0,22,25,29,415,0,18,2,2,0,0,0,0,1,1,6,6,0,0,0,1,10,2,1,1,25,"Cook"
"194","G1700310161200","Illinois","17031",2000,921,348,20,3,108,77,151,1628,0,55,6,0,1,28,18,0,6,0,25,40,0,5,0,1,0,0,5,0,146,"Cook"
"195","G1700310161300","Illinois","17031",2000,1188,471,33,0,63,81,133,1969,5,43,1,8,0,6,0,1,6,0,14,37,0,23,0,0,0,2,13,0,118,"Cook"
"196","G1700310170100","Illinois","17031",2000,53,44,16,0,4,4,13,134,0,0,4,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,12,"Cook"
"197","G1700310170200","Illinois","17031",2000,317,213,12,2,39,41,76,700,0,27,9,0,1,0,2,1,0,6,6,22,0,5,0,1,0,5,1,1,69,"Cook"
"198","G1700310170300","Illinois","17031",2000,293,237,25,0,21,34,76,686,2,11,1,0,0,3,4,4,2,0,9,6,0,11,0,0,2,0,8,0,68,"Cook"
"199","G1700310170400","Illinois","17031",2000,173,135,8,0,24,44,34,418,0,11,0,4,0,9,0,7,1,0,12,12,0,7,3,1,1,0,8,0,26,"Cook"
"200","G1700310170500","Illinois","17031",2000,263,138,10,1,16,36,65,529,1,9,4,0,1,1,0,10,2,0,3,7,0,8,0,1,5,3,4,0,58,"Cook"
"201","G1700310170600","Illinois","17031",2000,77,61,3,0,7,21,30,199,3,1,0,3,0,0,0,0,0,0,13,2,0,2,0,0,4,0,2,0,28,"Cook"
"202","G1700310170700","Illinois","17031",2000,135,87,6,0,16,10,24,278,0,10,0,2,0,0,4,1,0,0,0,5,0,2,0,2,0,0,6,0,18,"Cook"
"203","G1700310170800","Illinois","17031",2000,168,136,2,0,8,15,50,379,0,2,0,0,0,2,4,4,0,0,3,6,0,2,0,0,0,4,0,0,46,"Cook"
"204","G1700310170900","Illinois","17031",2000,138,49,7,0,4,21,21,240,0,4,0,0,0,0,0,5,1,0,8,4,0,3,0,0,0,1,0,0,20,"Cook"
"205","G1700310171000","Illinois","17031",2000,382,311,36,9,72,68,113,991,4,50,4,1,1,11,1,2,3,1,22,20,0,14,0,4,2,3,7,0,103,"Cook"
"206","G1700310171100","Illinois","17031",2000,450,250,9,0,54,24,100,887,1,36,10,1,1,5,0,0,0,0,11,13,0,0,0,0,0,4,22,1,73,"Cook"
"207","G1700310180100","Illinois","17031",2000,809,474,29,4,59,111,161,1647,0,41,2,8,2,6,0,1,8,2,44,29,0,6,0,17,4,1,3,3,154,"Cook"
"208","G1700310180200","Illinois","17031",2000,1558,740,21,3,131,88,274,2815,0,73,28,1,0,16,13,5,1,0,33,24,2,14,0,3,6,1,17,0,256,"Cook"
"209","G1700310180300","Illinois","17031",2000,128,177,0,0,29,23,46,403,0,21,2,0,0,6,0,3,1,0,7,7,0,4,0,1,0,4,3,0,39,"Cook"
"210","G1700310190100","Illinois","17031",2000,1045,391,2,0,86,47,137,1708,0,62,1,5,0,17,1,0,0,0,7,37,0,3,0,0,0,0,4,0,133,"Cook"
"211","G1700310190200","Illinois","17031",2000,2191,1032,24,4,198,146,309,3904,4,122,20,13,0,30,9,5,1,2,45,54,0,36,0,2,1,2,8,4,295,"Cook"
"212","G1700310190300","Illinois","17031",2000,1248,761,42,17,92,74,238,2472,2,62,12,8,0,4,4,1,2,0,19,38,0,4,0,0,10,0,15,0,223,"Cook"
"213","G1700310190400","Illinois","17031",2000,2155,1024,26,2,244,268,321,4040,2,158,26,20,2,14,22,5,5,0,104,107,2,28,1,11,5,8,24,0,289,"Cook"
"214","G1700310190500","Illinois","17031",2000,384,223,16,0,70,43,96,832,2,39,9,3,0,1,16,0,0,0,22,12,0,2,0,0,7,1,1,0,94,"Cook"
"215","G1700310190600","Illinois","17031",2000,3617,1513,65,18,260,161,505,6139,9,158,27,15,7,34,10,6,0,2,50,77,0,24,0,1,1,1,11,1,492,"Cook"
"216","G1700310190700","Illinois","17031",2000,3454,1154,32,15,154,196,402,5407,4,100,23,0,1,18,8,6,0,5,61,97,0,6,0,1,20,4,4,0,394,"Cook"
"217","G1700310190800","Illinois","17031",2000,2573,1482,46,25,202,147,365,4840,2,118,43,1,19,13,6,2,0,3,63,59,0,15,0,4,1,1,22,2,340,"Cook"
"218","G1700310190900","Illinois","17031",2000,664,622,21,4,63,60,107,1541,1,43,5,2,2,10,0,0,0,3,25,18,0,14,0,0,0,0,3,1,103,"Cook"
"219","G1700310191000","Illinois","17031",2000,973,868,20,6,102,53,149,2171,0,59,21,7,2,9,4,5,0,1,12,16,0,18,0,1,0,1,0,0,148,"Cook"
"220","G1700310191100","Illinois","17031",2000,3581,1616,47,20,318,103,439,6124,1,217,28,1,1,39,31,9,0,0,27,51,0,15,0,0,1,3,12,5,419,"Cook"
"221","G1700310191200","Illinois","17031",2000,2293,474,5,7,142,67,157,3145,0,68,31,18,7,8,10,1,0,0,11,46,0,9,0,0,0,0,4,0,153,"Cook"
"222","G1700310191300","Illinois","17031",2000,5206,1631,21,19,338,207,518,7940,1,199,61,11,2,50,14,2,0,3,73,75,0,39,0,7,8,5,16,7,490,"Cook"
"223","G1700310191400","Illinois","17031",2000,386,169,4,0,27,5,27,618,0,22,5,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,1,26,"Cook"
"224","G1700310200100","Illinois","17031",2000,1419,1019,16,16,86,124,199,2879,1,52,13,1,8,11,0,2,1,3,42,69,0,7,0,0,0,4,9,5,181,"Cook"
"225","G1700310200200","Illinois","17031",2000,2226,1870,39,15,175,105,327,4757,3,103,23,5,2,32,7,2,1,0,20,55,0,23,4,0,0,0,24,0,303,"Cook"
"226","G1700310200300","Illinois","17031",2000,1014,709,21,1,93,43,151,2032,0,47,26,5,0,14,1,0,0,1,5,28,0,9,0,0,0,0,5,4,142,"Cook"
"227","G1700310200400","Illinois","17031",2000,4164,2836,30,21,289,107,571,8018,8,157,56,0,1,51,16,9,0,9,33,43,1,7,0,0,5,9,35,0,527,"Cook"
"228","G1700310200500","Illinois","17031",2000,2017,1505,16,30,130,89,208,3995,1,76,28,12,1,7,5,0,0,1,49,38,0,1,0,0,0,0,8,0,200,"Cook"
"229","G1700310200600","Illinois","17031",2000,391,392,5,0,57,3,45,893,3,36,8,0,0,10,0,2,0,0,0,1,0,0,0,0,0,0,0,0,45,"Cook"
"230","G1700310210100","Illinois","17031",2000,1240,556,30,5,140,183,192,2346,0,87,28,0,2,19,4,0,0,6,26,136,0,9,0,6,0,0,13,0,179,"Cook"
"231","G1700310210200","Illinois","17031",2000,607,142,3,7,33,10,21,823,0,28,2,1,0,2,0,0,0,0,7,1,0,0,0,0,2,0,0,0,21,"Cook"
"232","G1700310210300","Illinois","17031",2000,1788,544,36,6,114,216,268,2972,0,62,29,1,0,21,1,7,3,15,26,130,0,22,1,1,11,5,32,5,226,"Cook"
"233","G1700310210400","Illinois","17031",2000,1003,532,10,11,99,55,183,1893,5,42,20,6,1,25,0,0,0,0,6,30,0,6,0,10,3,1,5,0,177,"Cook"
"234","G1700310210500","Illinois","17031",2000,3753,798,27,7,200,200,356,5341,0,147,13,2,2,27,9,4,0,0,27,141,0,21,0,5,2,0,18,4,334,"Cook"
"235","G1700310210600","Illinois","17031",2000,4147,1205,71,17,259,230,349,6278,6,160,46,0,2,33,12,1,0,3,38,142,2,40,2,2,0,3,30,0,316,"Cook"
"236","G1700310210700","Illinois","17031",2000,1963,1117,38,8,204,127,312,3769,3,144,28,3,6,13,7,2,1,1,39,73,0,10,0,0,1,1,10,1,300,"Cook"
"237","G1700310210800","Illinois","17031",2000,604,204,10,22,94,22,93,1049,1,52,9,0,0,29,3,1,0,2,2,15,0,2,0,0,0,0,6,0,87,"Cook"
"238","G1700310210900","Illinois","17031",2000,1237,601,35,3,134,70,149,2229,8,86,17,12,1,4,6,13,0,0,21,26,0,3,0,1,6,0,5,2,142,"Cook"
"239","G1700310220100","Illinois","17031",2000,212,133,18,0,13,39,46,461,0,9,2,0,0,1,1,4,0,0,3,32,0,0,0,0,0,1,1,0,44,"Cook"
"240","G1700310220200","Illinois","17031",2000,614,318,10,0,55,71,97,1165,0,36,6,0,0,9,4,11,0,0,13,42,0,3,0,0,2,3,1,1,92,"Cook"
"241","G1700310220300","Illinois","17031",2000,487,525,16,5,45,36,114,1228,1,16,2,1,3,17,5,1,1,1,23,5,0,4,0,0,1,1,3,0,110,"Cook"
"242","G1700310220400","Illinois","17031",2000,522,684,11,4,42,35,108,1406,0,25,5,8,1,3,0,1,0,1,6,21,0,0,0,5,1,0,10,0,98,"Cook"
"243","G1700310220500","Illinois","17031",2000,594,560,57,4,49,49,148,1461,2,38,6,0,0,3,0,1,0,4,12,23,0,4,2,2,1,8,2,0,138,"Cook"
"244","G1700310220600","Illinois","17031",2000,2048,2005,188,28,195,218,479,5161,6,118,30,2,11,26,2,14,2,3,43,131,1,14,4,2,4,5,28,0,446,"Cook"
"245","G1700310220700","Illinois","17031",2000,3794,1958,55,44,354,157,485,6847,14,228,56,10,3,26,17,7,0,7,33,73,0,36,0,1,0,3,12,0,470,"Cook"
"246","G1700310220800","Illinois","17031",2000,31,13,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Cook"
"247","G1700310220900","Illinois","17031",2000,3397,2464,62,20,213,123,461,6740,2,125,38,12,1,30,5,4,0,2,19,64,0,12,6,9,7,4,29,0,428,"Cook"
"248","G1700310221000","Illinois","17031",2000,1554,979,23,14,115,114,209,3008,0,51,24,15,4,11,10,0,0,0,28,75,0,6,0,0,5,3,9,0,197,"Cook"
"249","G1700310221100","Illinois","17031",2000,1588,1666,79,48,162,80,307,3930,4,75,37,26,5,14,1,1,0,2,14,54,0,5,0,1,3,13,9,3,282,"Cook"
"250","G1700310221200","Illinois","17031",2000,934,874,22,6,45,47,147,2075,1,25,5,1,3,5,5,0,1,2,12,31,0,1,0,0,0,4,9,1,133,"Cook"
"251","G1700310221300","Illinois","17031",2000,1324,840,39,10,102,144,222,2681,0,60,5,1,2,28,6,4,0,1,12,114,0,5,0,8,0,2,13,0,207,"Cook"
"252","G1700310221400","Illinois","17031",2000,1878,451,32,6,65,89,150,2671,6,26,17,8,3,5,0,28,0,0,15,34,2,6,3,1,0,6,8,0,136,"Cook"
"253","G1700310221500","Illinois","17031",2000,1303,565,27,7,74,87,144,2207,4,31,12,5,10,8,4,4,0,0,28,47,0,5,0,2,1,0,2,0,142,"Cook"
"254","G1700310221600","Illinois","17031",2000,534,312,5,0,45,54,89,1039,0,28,11,0,3,3,0,0,0,1,21,30,0,1,0,0,1,0,3,0,86,"Cook"
"255","G1700310221700","Illinois","17031",2000,370,117,6,0,6,30,29,558,0,4,0,0,1,0,1,3,0,1,11,11,0,4,0,0,0,1,2,0,26,"Cook"
"256","G1700310221800","Illinois","17031",2000,237,83,3,0,11,12,42,388,0,10,1,0,0,0,0,2,0,1,6,2,0,1,0,0,0,2,1,0,39,"Cook"
"257","G1700310221900","Illinois","17031",2000,60,17,0,0,0,0,20,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,17,"Cook"
"258","G1700310222000","Illinois","17031",2000,200,50,11,0,5,6,21,293,1,0,3,0,0,1,0,0,5,0,1,0,0,0,0,0,0,9,0,0,12,"Cook"
"259","G1700310222100","Illinois","17031",2000,117,85,3,0,13,4,28,250,0,1,12,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,26,"Cook"
"260","G1700310222200","Illinois","17031",2000,294,219,10,0,23,3,50,599,8,4,7,1,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,50,"Cook"
"261","G1700310222300","Illinois","17031",2000,591,153,3,0,7,10,87,851,0,6,0,0,0,0,1,1,0,0,3,5,0,1,0,0,0,4,2,0,81,"Cook"
"262","G1700310222400","Illinois","17031",2000,867,610,5,3,48,9,74,1616,0,19,5,0,0,21,3,0,0,0,0,4,0,4,1,0,0,0,1,2,71,"Cook"
"263","G1700310222500","Illinois","17031",2000,740,627,13,8,70,23,127,1608,0,49,3,1,1,7,9,1,0,0,18,3,0,1,0,0,0,0,2,0,125,"Cook"
"264","G1700310222600","Illinois","17031",2000,488,538,17,4,41,25,91,1204,0,20,9,0,0,5,7,2,0,0,12,8,0,3,0,0,0,0,1,1,89,"Cook"
"265","G1700310222700","Illinois","17031",2000,857,797,39,13,48,28,83,1865,1,20,6,5,3,9,4,0,0,0,8,15,0,5,0,0,0,1,3,0,79,"Cook"
"266","G1700310222800","Illinois","17031",2000,571,390,3,3,45,2,53,1067,2,42,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,52,"Cook"
"267","G1700310222900","Illinois","17031",2000,571,568,16,9,53,23,72,1312,0,28,15,5,0,5,0,0,0,0,12,6,0,5,0,0,0,0,2,0,70,"Cook"
"268","G1700310230100","Illinois","17031",2000,711,658,12,2,36,24,87,1530,0,20,3,0,2,11,0,0,0,0,21,3,0,0,0,0,0,0,2,1,84,"Cook"
"269","G1700310230200","Illinois","17031",2000,943,755,23,1,57,21,139,1939,0,29,22,0,0,4,2,3,0,0,5,6,1,6,0,0,0,1,10,0,128,"Cook"
"270","G1700310230300","Illinois","17031",2000,703,269,1,1,52,8,91,1125,0,32,12,0,0,8,0,0,0,0,0,1,0,7,0,0,0,0,3,0,88,"Cook"
"271","G1700310230400","Illinois","17031",2000,1286,1035,15,11,111,45,142,2645,0,52,13,3,4,28,11,2,0,0,5,32,0,6,0,0,0,0,0,0,142,"Cook"
"272","G1700310230500","Illinois","17031",2000,2275,960,21,20,67,52,219,3614,1,31,19,0,0,12,4,0,0,1,6,33,0,12,0,0,0,0,12,0,207,"Cook"
"273","G1700310230600","Illinois","17031",2000,2489,1327,25,7,66,28,264,4206,0,39,21,1,0,0,5,0,0,1,3,14,0,3,0,7,0,1,10,3,250,"Cook"
"274","G1700310230700","Illinois","17031",2000,3402,1997,48,42,183,61,388,6121,1,119,29,4,4,21,5,1,0,0,5,39,0,5,0,7,4,3,16,0,369,"Cook"
"275","G1700310230800","Illinois","17031",2000,778,418,10,4,26,12,87,1335,0,8,7,0,2,9,0,0,0,0,3,6,0,3,0,0,0,0,8,1,78,"Cook"
"276","G1700310230900","Illinois","17031",2000,1831,2549,40,28,116,32,358,4954,2,67,12,1,3,17,14,0,1,4,17,6,0,3,0,1,0,3,7,0,348,"Cook"
"277","G1700310231000","Illinois","17031",2000,426,668,21,8,20,5,101,1249,0,6,1,0,10,3,0,1,0,0,3,0,0,1,0,0,0,0,1,0,100,"Cook"
"278","G1700310231100","Illinois","17031",2000,65,42,0,0,0,0,2,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Cook"
"279","G1700310231200","Illinois","17031",2000,402,453,2,9,19,1,96,982,0,7,4,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,10,0,86,"Cook"
"280","G1700310231300","Illinois","17031",2000,841,440,3,1,42,15,85,1427,0,22,1,2,1,16,0,1,0,0,3,11,0,0,0,0,0,0,10,1,74,"Cook"
"281","G1700310231400","Illinois","17031",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"282","G1700310231500","Illinois","17031",2000,45,50,11,0,0,5,17,128,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,12,"Cook"
"283","G1700310231600","Illinois","17031",2000,10,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"284","G1700310231700","Illinois","17031",2000,5,12,0,0,0,1,2,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,"Cook"
"285","G1700310231800","Illinois","17031",2000,36,143,3,0,7,1,22,212,0,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,"Cook"
"286","G1700310240100","Illinois","17031",2000,87,10,0,1,0,1,5,104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,"Cook"
"287","G1700310240200","Illinois","17031",2000,218,67,6,2,4,4,39,340,0,2,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,38,"Cook"
"288","G1700310240300","Illinois","17031",2000,94,63,2,0,1,4,36,200,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,34,"Cook"
"289","G1700310240400","Illinois","17031",2000,25,18,1,0,1,1,18,64,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,"Cook"
"290","G1700310240500","Illinois","17031",2000,101,131,8,0,9,11,31,291,0,9,0,0,0,0,0,3,0,1,4,1,0,0,0,1,1,0,3,0,28,"Cook"
"291","G1700310240600","Illinois","17031",2000,774,350,4,3,50,2,96,1279,0,17,24,0,0,3,6,0,0,0,1,0,0,1,0,0,0,7,0,0,89,"Cook"
"292","G1700310240700","Illinois","17031",2000,760,538,4,0,44,5,83,1434,1,34,4,0,1,4,0,0,1,0,0,4,0,0,0,0,0,1,2,0,80,"Cook"
"293","G1700310240800","Illinois","17031",2000,694,898,30,16,24,18,114,1794,0,13,6,1,0,3,1,0,0,0,4,5,0,8,0,0,1,4,5,0,105,"Cook"
"294","G1700310240900","Illinois","17031",2000,194,616,3,4,19,13,62,911,2,13,4,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,1,0,61,"Cook"
"295","G1700310241000","Illinois","17031",2000,443,1196,44,2,16,11,182,1894,0,10,6,0,0,0,0,1,0,0,6,3,0,1,0,0,0,0,2,0,180,"Cook"
"296","G1700310241100","Illinois","17031",2000,1004,1503,36,53,35,39,239,2909,0,16,8,0,1,9,1,0,1,3,13,7,0,9,0,1,5,2,6,0,231,"Cook"
