"","GISJOIN","STATE","state_county","YEAR","Total Hispanic or Latino","Mexican","Puerto Rican","Cuban","Dominican Republic","Central American","Central American, Costa Rican","Central American, Guatemalan","Central American, Honduran","Central American, Nicaraguan","Central American, Panamian","Central American, Salvadoran","Central American, Other Central American","South American","South American, Argentinean","South American, Bolivian","South American, Chilean","South American, Colombian","South American, Ecuadorian","South American, Paraguayan","South American, Peruvian","South American, Uruguayan","South American, Venezuelan","South American, Other South American","Other Hispanic or Latino","Other Hispanic or Latino, Spaniard","Other Hispanic or Latino, Spanish","Other Hispanic or Latino, Spanish American","Other Hispanic or Latino, All other Hispanic or Latino","county"
"1972","G1701970883216","Illinois","17197",2010,347,295,42,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,"Will"
"1973","G1701970883303","Illinois","17197",2010,165,136,9,2,0,4,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,12,2,5,0,5,"Will"
"1974","G1701970883304","Illinois","17197",2010,90,76,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,5,"Will"
"1975","G1701970883305","Illinois","17197",2010,156,131,9,2,0,1,0,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,10,3,1,0,6,"Will"
"1976","G1701970883306","Illinois","17197",2010,337,310,8,0,1,5,0,4,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,11,4,0,0,7,"Will"
"1977","G1701970883307","Illinois","17197",2010,236,197,5,6,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,5,2,11,"Will"
"1978","G1701970883401","Illinois","17197",2010,163,125,18,3,0,2,0,2,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,11,1,4,2,4,"Will"
"1979","G1701970883402","Illinois","17197",2010,63,45,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,"Will"
"1980","G1701970883504","Illinois","17197",2010,187,136,14,4,0,2,0,2,0,0,0,0,0,11,2,0,0,3,2,0,0,0,4,0,20,8,2,0,10,"Will"
"1981","G1701970883505","Illinois","17197",2010,508,400,50,12,0,13,5,7,1,0,0,0,0,13,5,0,0,2,3,0,3,0,0,0,20,10,6,0,4,"Will"
"1982","G1701970883507","Illinois","17197",2010,244,217,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,2,0,13,9,0,0,4,"Will"
"1983","G1701970883509","Illinois","17197",2010,255,192,34,5,0,14,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,0,6,"Will"
"1984","G1701970883510","Illinois","17197",2010,294,243,21,0,0,7,1,5,0,0,0,1,0,14,8,0,0,0,4,0,1,0,1,0,9,4,1,0,4,"Will"
"1985","G1701970883511","Illinois","17197",2010,360,286,43,2,0,4,0,1,1,0,2,0,0,13,2,4,0,3,4,0,0,0,0,0,12,5,2,0,5,"Will"
"1986","G1701970883513","Illinois","17197",2010,322,267,30,4,0,3,0,3,0,0,0,0,0,9,3,0,0,1,4,0,0,0,0,1,9,4,0,0,5,"Will"
"1987","G1701970883514","Illinois","17197",2010,478,406,37,4,3,2,0,0,0,0,0,2,0,9,0,0,0,3,5,0,1,0,0,0,17,9,1,0,7,"Will"
"1988","G1701970883515","Illinois","17197",2010,139,114,15,3,0,2,0,2,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,3,0,3,0,0,"Will"
"1989","G1701970883516","Illinois","17197",2010,353,273,22,6,0,14,0,4,2,4,4,0,0,10,0,0,0,10,0,0,0,0,0,0,28,14,4,0,10,"Will"
"1990","G1701970883517","Illinois","17197",2010,174,141,11,5,0,6,0,6,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,8,5,2,0,1,"Will"
"1991","G1701970883519","Illinois","17197",2010,266,224,22,6,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,3,0,8,"Will"
"1992","G1701970883521","Illinois","17197",2010,189,159,6,4,0,4,0,3,1,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,12,2,4,0,6,"Will"
"1993","G1701970883522","Illinois","17197",2010,128,109,6,0,0,5,0,5,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,6,4,2,0,0,"Will"
"1994","G1701970883602","Illinois","17197",2010,562,484,29,5,0,10,0,3,5,0,2,0,0,4,1,0,0,3,0,0,0,0,0,0,30,6,1,1,22,"Will"
"1995","G1701970883603","Illinois","17197",2010,208,152,29,1,1,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,22,8,0,0,14,"Will"
"1996","G1701970883605","Illinois","17197",2010,57,30,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,4,"Will"
"1997","G1701970883606","Illinois","17197",2010,193,146,29,3,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,12,4,0,0,8,"Will"
"1998","G1701970883700","Illinois","17197",2010,543,490,9,3,0,10,0,9,0,0,1,0,0,6,0,1,0,2,0,0,3,0,0,0,25,0,0,0,25,"Will"
"1999","G1701970883803","Illinois","17197",2010,89,56,24,3,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,"Will"
"2000","G1701970883804","Illinois","17197",2010,255,203,30,0,3,0,0,0,0,0,0,0,0,6,0,0,0,2,4,0,0,0,0,0,13,2,0,0,11,"Will"
"2001","G1701970883806","Illinois","17197",2010,210,170,14,4,0,2,0,1,0,0,0,1,0,11,5,3,0,0,3,0,0,0,0,0,9,3,3,0,3,"Will"
"2002","G1701970883808","Illinois","17197",2010,114,95,5,5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,1,"Will"
"2003","G1701970883809","Illinois","17197",2010,141,112,8,2,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,15,1,3,0,11,"Will"
"2004","G1701970883810","Illinois","17197",2010,205,156,25,5,0,5,0,0,2,0,1,2,0,7,0,0,0,3,0,0,1,0,0,3,7,5,2,0,0,"Will"
"2005","G1701970883811","Illinois","17197",2010,381,283,29,3,0,49,0,49,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,11,1,1,0,9,"Will"
"2006","G1701970883902","Illinois","17197",2010,430,390,17,6,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,5,1,1,"Will"
"2007","G1701970883903","Illinois","17197",2010,134,119,6,0,0,1,1,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,5,0,1,0,4,"Will"
"2008","G1701970883904","Illinois","17197",2010,228,197,10,2,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16,5,0,0,11,"Will"
"2009","G1701970884003","Illinois","17197",2010,245,220,10,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,0,5,"Will"
"2010","G1701970884004","Illinois","17197",2010,83,62,10,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,8,2,3,0,3,"Will"
"2011","G1701970884005","Illinois","17197",2010,45,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,"Will"
"2012","G1701970884006","Illinois","17197",2010,79,69,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,"Will"
"2013","G1701970884101","Illinois","17197",2010,777,611,77,8,0,28,0,20,3,0,1,4,0,33,1,1,3,7,17,0,4,0,0,0,20,8,0,0,12,"Will"
"2014","G1701970884103","Illinois","17197",2010,878,722,65,12,0,26,0,16,1,1,0,8,0,25,1,0,0,12,10,0,1,0,1,0,28,0,3,0,25,"Will"
"2015","G1701970980000","Illinois","17197",2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Will"
"2016","G1701970980100","Illinois","17197",2010,426,389,23,0,0,2,0,1,0,0,0,1,0,6,0,0,0,5,1,0,0,0,0,0,6,0,0,0,6,"Will"
"2017","G1800730100400","Indiana","18073",2010,272,239,10,2,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,16,"Jasper"
"2018","G1800730100800","Indiana","18073",2010,252,211,20,1,0,7,2,1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,2,3,0,7,"Jasper"
"2019","G1800730100901","Indiana","18073",2010,190,150,13,3,0,3,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,20,1,15,0,4,"Jasper"
"2020","G1800730100902","Indiana","18073",2010,238,175,6,2,0,21,1,9,11,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,32,12,1,0,19,"Jasper"
"2021","G1800730101000","Indiana","18073",2010,415,344,28,0,0,16,0,1,13,0,0,2,0,6,0,0,0,0,0,0,6,0,0,0,21,0,1,0,20,"Jasper"
"2022","G1800730101100","Indiana","18073",2010,173,156,7,4,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,"Jasper"
"2023","G1800730101200","Indiana","18073",2010,187,167,6,2,0,5,1,1,2,1,0,0,0,3,0,0,0,2,1,0,0,0,0,0,4,0,0,0,4,"Jasper"
"2024","G1800730101300","Indiana","18073",2010,96,75,9,6,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,"Jasper"
"2025","G1800890010100","Indiana","18089",2010,160,75,64,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,18,2,3,0,13,"Lake"
"2026","G1800890010201","Indiana","18089",2010,281,125,130,3,2,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,17,2,1,0,14,"Lake"
"2027","G1800890010203","Indiana","18089",2010,46,20,22,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake"
"2028","G1800890010205","Indiana","18089",2010,139,77,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,"Lake"
"2029","G1800890010302","Indiana","18089",2010,131,104,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,"Lake"
"2030","G1800890010304","Indiana","18089",2010,432,335,81,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,13,"Lake"
"2031","G1800890010400","Indiana","18089",2010,95,33,45,9,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,"Lake"
"2032","G1800890010500","Indiana","18089",2010,46,16,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,"Lake"
"2033","G1800890010600","Indiana","18089",2010,51,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,4,"Lake"
"2034","G1800890010900","Indiana","18089",2010,32,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,"Lake"
"2035","G1800890011000","Indiana","18089",2010,32,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,"Lake"
"2036","G1800890011100","Indiana","18089",2010,61,24,29,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,"Lake"
"2037","G1800890011200","Indiana","18089",2010,81,52,24,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake"
"2038","G1800890011300","Indiana","18089",2010,26,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,"Lake"
"2039","G1800890011400","Indiana","18089",2010,15,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Lake"
"2040","G1800890011500","Indiana","18089",2010,213,116,87,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,3,"Lake"
"2041","G1800890011600","Indiana","18089",2010,50,21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,"Lake"
"2042","G1800890011700","Indiana","18089",2010,29,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,"Lake"
"2043","G1800890011800","Indiana","18089",2010,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake"
"2044","G1800890011900","Indiana","18089",2010,38,14,22,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Lake"
"2045","G1800890012000","Indiana","18089",2010,34,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake"
"2046","G1800890012100","Indiana","18089",2010,16,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,"Lake"
"2047","G1800890012200","Indiana","18089",2010,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake"
"2048","G1800890012300","Indiana","18089",2010,179,106,64,3,1,3,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Lake"
"2049","G1800890012400","Indiana","18089",2010,209,108,76,8,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,0,5,"Lake"
"2050","G1800890012500","Indiana","18089",2010,314,172,94,10,5,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,1,0,24,"Lake"
"2051","G1800890012600","Indiana","18089",2010,130,76,41,2,1,6,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,"Lake"
"2052","G1800890012700","Indiana","18089",2010,190,90,85,4,0,4,0,0,1,0,1,2,0,2,0,1,1,0,0,0,0,0,0,0,5,1,0,0,4,"Lake"
"2053","G1800890012800","Indiana","18089",2010,163,85,62,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,9,0,0,0,9,"Lake"
"2054","G1800890020100","Indiana","18089",2010,1788,1563,161,4,0,13,0,5,0,4,0,4,0,4,2,0,0,1,1,0,0,0,0,0,43,7,2,0,34,"Lake"
"2055","G1800890020200","Indiana","18089",2010,849,744,70,4,0,10,0,2,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,20,"Lake"
"2056","G1800890020300","Indiana","18089",2010,3198,2714,230,10,1,51,6,15,14,2,4,10,0,17,0,0,2,2,0,0,12,0,1,0,175,5,15,4,151,"Lake"
"2057","G1800890020400","Indiana","18089",2010,3566,2971,315,31,0,95,0,9,30,3,2,47,4,18,7,0,0,4,0,0,2,0,5,0,136,8,1,0,127,"Lake"
"2058","G1800890020500","Indiana","18089",2010,2138,1832,184,2,0,53,2,33,1,0,1,16,0,12,0,0,0,4,0,0,8,0,0,0,55,2,2,0,51,"Lake"
"2059","G1800890020600","Indiana","18089",2010,411,298,67,3,0,8,0,0,3,0,0,5,0,2,0,0,0,0,0,0,2,0,0,0,33,2,0,0,31,"Lake"
"2060","G1800890020700","Indiana","18089",2010,1470,1187,155,24,1,36,0,16,7,0,7,6,0,1,0,0,0,0,0,0,1,0,0,0,66,14,1,0,51,"Lake"
"2061","G1800890020800","Indiana","18089",2010,704,531,115,2,0,20,1,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,36,3,7,0,26,"Lake"
"2062","G1800890020900","Indiana","18089",2010,886,710,132,6,2,9,1,2,2,1,0,3,0,2,0,0,0,1,0,0,1,0,0,0,25,5,1,0,19,"Lake"
"2063","G1800890021000","Indiana","18089",2010,1851,1463,279,6,0,32,0,6,13,2,0,11,0,12,0,0,0,6,0,0,3,0,3,0,59,5,3,0,51,"Lake"
"2064","G1800890021100","Indiana","18089",2010,972,790,137,5,1,12,0,8,0,0,0,4,0,4,0,0,0,2,0,1,1,0,0,0,23,6,1,4,12,"Lake"
"2065","G1800890021300","Indiana","18089",2010,870,714,100,6,1,9,1,5,0,0,1,2,0,13,2,0,0,4,0,0,7,0,0,0,27,1,0,0,26,"Lake"
"2066","G1800890021400","Indiana","18089",2010,2033,1704,212,4,1,37,0,12,9,0,0,16,0,8,4,0,0,2,2,0,0,0,0,0,67,11,1,0,55,"Lake"
"2067","G1800890021500","Indiana","18089",2010,549,445,55,6,0,12,3,2,6,0,0,1,0,5,0,0,0,2,3,0,0,0,0,0,26,10,0,0,16,"Lake"
"2068","G1800890021600","Indiana","18089",2010,999,824,94,5,0,33,4,18,1,2,0,8,0,12,9,0,0,0,3,0,0,0,0,0,31,8,3,0,20,"Lake"
"2069","G1800890021700","Indiana","18089",2010,1491,1213,192,5,2,27,0,14,0,5,4,3,1,8,2,0,0,4,2,0,0,0,0,0,44,6,2,0,36,"Lake"
"2070","G1800890021800","Indiana","18089",2010,831,659,105,2,1,15,0,3,3,0,0,9,0,13,2,0,3,2,0,0,0,6,0,0,36,10,0,0,26,"Lake"
"2071","G1800890021900","Indiana","18089",2010,1712,1341,286,6,0,34,0,7,12,0,1,14,0,4,1,0,0,0,0,0,3,0,0,0,41,0,2,0,39,"Lake"
"2072","G1800890022000","Indiana","18089",2010,1245,981,192,9,0,20,0,5,10,0,1,4,0,6,0,0,0,2,1,0,0,0,3,0,37,1,5,0,31,"Lake"
"2073","G1800890030100","Indiana","18089",2010,97,43,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,"Lake"
"2074","G1800890030200","Indiana","18089",2010,554,417,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,6,"Lake"
"2075","G1800890030300","Indiana","18089",2010,441,237,163,0,6,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,"Lake"
"2076","G1800890030400","Indiana","18089",2010,2475,1993,361,10,1,29,0,5,2,1,0,21,0,13,0,0,0,4,6,0,3,0,0,0,68,6,0,0,62,"Lake"
"2077","G1800890030500","Indiana","18089",2010,2777,2266,371,4,6,26,0,8,3,0,0,15,0,11,5,0,0,4,0,0,2,0,0,0,93,0,1,0,92,"Lake"
"2078","G1800890030600","Indiana","18089",2010,3252,2534,557,10,6,46,2,15,21,0,0,8,0,6,0,0,0,1,5,0,0,0,0,0,93,2,1,0,90,"Lake"
"2079","G1800890030700","Indiana","18089",2010,864,699,126,2,0,9,0,1,7,0,1,0,0,4,1,0,0,0,0,0,2,1,0,0,24,1,2,0,21,"Lake"
"2080","G1800890030800","Indiana","18089",2010,2581,1972,469,11,11,32,0,9,6,0,0,17,0,9,0,0,0,2,0,0,1,6,0,0,77,1,0,0,76,"Lake"
"2081","G1800890030900","Indiana","18089",2010,1722,1403,248,4,0,9,0,2,4,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,57,4,8,0,45,"Lake"
"2082","G1800890031000","Indiana","18089",2010,342,255,67,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,14,"Lake"
"2083","G1800890040100","Indiana","18089",2010,558,482,42,0,0,15,0,12,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,16,0,0,0,16,"Lake"
"2084","G1800890040200","Indiana","18089",2010,1478,1283,121,4,0,8,0,3,3,0,2,0,0,18,0,0,0,1,11,0,4,2,0,0,44,4,3,0,37,"Lake"
"2085","G1800890040300","Indiana","18089",2010,922,729,106,9,4,10,1,5,4,0,0,0,0,35,3,0,1,11,6,0,10,2,2,0,29,7,5,0,17,"Lake"
"2086","G1800890040401","Indiana","18089",2010,546,471,26,2,2,8,0,3,0,5,0,0,0,18,0,0,0,1,15,0,1,0,1,0,19,6,6,2,5,"Lake"
"2087","G1800890040402","Indiana","18089",2010,329,259,34,2,0,8,0,2,2,0,0,4,0,13,1,0,0,5,2,0,5,0,0,0,13,7,1,0,5,"Lake"
"2088","G1800890040403","Indiana","18089",2010,613,506,50,5,3,8,1,2,4,0,0,1,0,17,2,1,3,4,1,0,6,0,0,0,24,4,4,0,16,"Lake"
"2089","G1800890040501","Indiana","18089",2010,497,393,80,2,0,8,1,6,0,0,1,0,0,5,1,0,0,0,0,1,3,0,0,0,9,3,1,2,3,"Lake"
"2090","G1800890040502","Indiana","18089",2010,385,303,49,0,0,3,0,0,2,0,0,1,0,4,0,0,0,0,0,0,4,0,0,0,26,2,9,0,15,"Lake"
"2091","G1800890040600","Indiana","18089",2010,534,431,62,1,1,9,1,2,1,3,0,2,0,8,3,1,1,3,0,0,0,0,0,0,22,7,3,3,9,"Lake"
"2092","G1800890040700","Indiana","18089",2010,631,496,81,4,0,15,0,7,0,0,5,3,0,3,0,0,0,3,0,0,0,0,0,0,32,6,5,0,21,"Lake"
"2093","G1800890040801","Indiana","18089",2010,498,389,76,5,0,3,0,1,0,1,1,0,0,7,0,2,0,0,0,0,5,0,0,0,18,2,1,0,15,"Lake"
"2094","G1800890040802","Indiana","18089",2010,502,382,80,2,0,4,0,1,0,0,1,2,0,2,0,0,0,1,0,0,1,0,0,0,32,6,1,0,25,"Lake"
"2095","G1800890040900","Indiana","18089",2010,802,650,71,1,0,8,0,3,0,3,1,1,0,8,0,0,0,3,1,0,4,0,0,0,64,25,3,0,36,"Lake"
"2096","G1800890041001","Indiana","18089",2010,679,503,132,2,0,0,0,0,0,0,0,0,0,11,3,0,0,2,0,0,6,0,0,0,31,4,3,0,24,"Lake"
"2097","G1800890041002","Indiana","18089",2010,759,633,81,4,0,14,0,11,0,0,0,3,0,8,0,0,1,6,1,0,0,0,0,0,19,1,3,0,15,"Lake"
"2098","G1800890041100","Indiana","18089",2010,537,464,33,4,0,6,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,26,"Lake"
"2099","G1800890041200","Indiana","18089",2010,389,309,42,0,0,10,0,5,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,27,4,4,0,19,"Lake"
"2100","G1800890041302","Indiana","18089",2010,420,342,62,1,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,12,3,0,0,9,"Lake"
"2101","G1800890041400","Indiana","18089",2010,410,293,96,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,6,"Lake"
"2102","G1800890041500","Indiana","18089",2010,153,108,36,3,0,3,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,"Lake"
"2103","G1800890041600","Indiana","18089",2010,1190,877,218,6,1,18,0,8,4,4,0,2,0,5,0,0,0,0,5,0,0,0,0,0,65,3,8,0,54,"Lake"
"2104","G1800890041700","Indiana","18089",2010,1514,1064,410,9,1,4,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,4,0,16,"Lake"
"2105","G1800890041800","Indiana","18089",2010,1563,1136,368,10,0,16,0,7,4,0,3,2,0,2,0,0,0,0,0,0,2,0,0,0,31,10,2,0,19,"Lake"
"2106","G1800890041900","Indiana","18089",2010,619,450,123,8,1,6,0,0,0,5,1,0,0,4,0,0,0,2,0,0,2,0,0,0,27,14,7,0,6,"Lake"
"2107","G1800890042000","Indiana","18089",2010,722,545,119,10,1,11,0,0,8,1,0,2,0,9,6,0,0,0,2,0,0,0,1,0,27,17,5,0,5,"Lake"
"2108","G1800890042100","Indiana","18089",2010,961,659,238,9,0,12,0,2,3,6,0,1,0,4,0,2,0,1,0,0,1,0,0,0,39,8,4,0,27,"Lake"
"2109","G1800890042200","Indiana","18089",2010,991,718,200,3,6,1,1,0,0,0,0,0,0,8,0,0,0,1,6,0,1,0,0,0,55,13,10,0,32,"Lake"
"2110","G1800890042300","Indiana","18089",2010,1002,713,195,0,6,27,1,3,6,5,4,8,0,29,1,0,6,13,7,0,2,0,0,0,32,12,7,0,13,"Lake"
"2111","G1800890042401","Indiana","18089",2010,782,585,129,7,3,9,1,1,2,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,48,3,1,5,39,"Lake"
"2112","G1800890042402","Indiana","18089",2010,999,704,218,5,1,8,0,0,4,4,0,0,0,13,1,1,0,0,0,0,8,0,3,0,50,12,8,0,30,"Lake"
"2113","G1800890042403","Indiana","18089",2010,411,298,83,0,5,7,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,15,"Lake"
"2114","G1800890042501","Indiana","18089",2010,1046,800,167,4,3,9,0,5,2,2,0,0,0,18,2,0,0,1,9,0,4,0,0,2,45,13,3,0,29,"Lake"
"2115","G1800890042503","Indiana","18089",2010,401,318,69,1,1,1,0,0,0,0,0,1,0,4,2,0,0,0,2,0,0,0,0,0,7,2,2,0,3,"Lake"
"2116","G1800890042504","Indiana","18089",2010,787,607,102,3,3,10,0,6,0,1,3,0,0,19,2,0,0,8,5,0,0,0,4,0,43,20,3,0,20,"Lake"
"2117","G1800890042505","Indiana","18089",2010,624,461,103,1,0,10,0,3,1,6,0,0,0,7,2,0,2,3,0,0,0,0,0,0,42,8,5,0,29,"Lake"
"2118","G1800890042602","Indiana","18089",2010,788,638,71,9,3,17,0,3,0,7,3,4,0,10,0,0,2,1,2,0,4,0,1,0,40,11,11,0,18,"Lake"
"2119","G1800890042605","Indiana","18089",2010,668,543,71,3,0,8,0,2,6,0,0,0,0,19,2,1,0,2,1,2,10,0,1,0,24,8,0,0,16,"Lake"
"2120","G1800890042606","Indiana","18089",2010,495,346,90,0,1,5,0,5,0,0,0,0,0,9,2,0,0,0,5,0,2,0,0,0,44,9,2,0,33,"Lake"
"2121","G1800890042607","Indiana","18089",2010,872,688,95,7,1,30,1,10,9,0,1,9,0,20,2,0,0,9,2,0,3,0,4,0,31,10,4,0,17,"Lake"
"2122","G1800890042608","Indiana","18089",2010,402,343,27,0,0,12,0,3,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,1,3,0,16,"Lake"
"2123","G1800890042609","Indiana","18089",2010,676,582,41,7,0,15,0,5,7,0,0,3,0,16,0,0,0,10,1,0,5,0,0,0,15,4,6,0,5,"Lake"
"2124","G1800890042702","Indiana","18089",2010,552,441,58,2,0,11,1,2,1,0,0,7,0,17,4,5,1,0,6,0,1,0,0,0,23,5,4,0,14,"Lake"
"2125","G1800890042703","Indiana","18089",2010,431,336,41,4,0,5,0,3,0,0,0,2,0,20,1,7,0,3,1,0,8,0,0,0,25,5,1,0,19,"Lake"
"2126","G1800890042704","Indiana","18089",2010,421,350,17,0,0,8,0,5,0,2,0,1,0,6,0,0,0,1,1,0,2,2,0,0,40,3,17,0,20,"Lake"
"2127","G1800890042801","Indiana","18089",2010,933,768,82,7,0,11,1,9,0,0,0,1,0,16,1,1,0,1,10,0,2,0,1,0,49,16,2,1,30,"Lake"
"2128","G1800890042802","Indiana","18089",2010,425,344,38,1,0,7,0,0,6,0,0,0,1,20,7,0,2,1,8,0,2,0,0,0,15,10,1,0,4,"Lake"
"2129","G1800890042901","Indiana","18089",2010,370,287,59,1,0,2,0,2,0,0,0,0,0,6,0,0,3,1,2,0,0,0,0,0,15,2,4,0,9,"Lake"
"2130","G1800890042902","Indiana","18089",2010,547,465,42,5,0,3,0,0,0,0,3,0,0,7,4,2,0,1,0,0,0,0,0,0,25,7,0,0,18,"Lake"
